1|1|65||||1|				西门附近
1|65|66||||1|
1|65|67||||1|
1|66|68||||1|
1|67|69||||1|
1|69|70||||1|
1|68|71||||1|
1|70|71||||1|
1|71|79||||1|			建艺馆附近
1|72|79||||1|
2|72|46||||1|
2|73|286||||1|
2|46|286||||1|
1|6|71||||1|
1|6|74||||1|
1|74|75||||1|
1|75|76||||1|
1|76|77||||1|
1|77|78|香樟西路|782|1111|1|
1|78|73||||1|
3|77|79||||1|
1|77|43||||1|
1|75|80||||1|
1|80|7||||1|
1|7|81||||1|
1|81|82||||1|
1|82|83||||1|
1|83|84||||1|
1|84|66||||1|
1|7|85||||1|
1|85|86||||1|
1|86|87||||1|
1|87|88||||1|
1|88|89||||1|
2|44|88||||1|
2|44|86||||1|
3|44|87||||1|
2|89|90||||1|
2|90|91||||1|
2|91|92||||1|
2|92|93||||1|
2|93|85||||1|
1|89|94||||1|
1|94|97||||1|
1|97|95||||1|
1|95|96||||1|
1|96|42||||1|
1|42|98||||1|
1|98|99||||1|
1|99|43||||1|
3|99|100||||1|
3|100|101||||1|
3|101|102||||1|
3|102|103||||1|
3|103|87||||1|
1|96|61||||1|
1|42|57||||1|
1|4|104||||1|
1|104|105||||1|
1|105|106||||1|
1|106|107||||1|
1|107|108||||1|
1|108|60||||1|
1|61|105||||1|
1|57|107||||1|
1|98|108||||1|
1|60|41||||1|
1|41|73||||1|
1|71|109||||1|
1|109|110||||1|
1|110|111||||1|
1|111|112||||1|
1|112|113||||1|
1|113|114||||1|
1|114|115||||1|
1|115|116||||1|
1|116|117|广玉兰路|902|1525|1|
1|117|72||||1|
2|117|118||||1|
4|119|118||||1|
4|118|124||||1|
2|119|120||||1|
2|120|121||||1|
2|116|121||||1|
2|121|45||||1|
2|45|122||||1|
2|122|123||||1|
2|120|123||||1|
2|123|124||||1|
3|114|125||||1|
3|125|126||||1|
1|114|133||||1|
1|133|127||||1|
1|127|128||||1|
1|128|130||||1|
1|130|131||||1|
1|131|132||||1|
1|132|129||||1|
1|133|129||||1|
2|128|134||||1|
2|134|135||||1|
2|135|136||||1|
3|134|137||||1|
3|137|138||||1|
3|138|139||||1|
3|139|140||||1|
3|140|141||||1|			左半部分完成
1|129|142||||1|
1|142|143||||1|
1|143|144||||1|
1|131|145|香樟西路|1288|2120|1|
1|145|146||||1|
1|146|147||||1|
1|147|148||||1|
1|148|149||||1|
1|149|150||||1|
1|148|151||||1|
1|151|2||||1|
2|151|152||||1|
2|152|153||||1|
2|152|154||||1|
2|154|155||||1|
3|147|156||||1|
3|156|157||||1|
3|157|158||||1|
3|158|159||||1|
3|159|160||||1|
3|156|160||||1|
3|160|161||||1|
3|159|162||||1|
3|162|163||||1|
3|156|167||||1|
3|165|167||||1|
3|164|165||||1|
3|165|166||||1|			左半部分真正完成
1|150|176||||1|
1|176|168||||1|
1|168|169||||1|
1|169|171||||1|
1|171|170||||1|
1|170|150||||1|
1|168|177||||1|
1|177|172||||1|
1|171|173|香樟东路|1971|1884|1|
1|173|174||||1|
1|174|175||||1|
1|175|172||||1|			下面是教学楼附近
2|175|178||||1|
2|17|178||||1|
2|16|178||||1|
2|178|179||||1|
2|19|179||||1|
2|18|179||||1|
2|179|180||||1|
2|180|21||||1|
2|180|20||||1|
2|180|181||||1|
2|181|185||||1|
2|181|186||||1|
2|181|182||||1|
2|182|23||||1|
2|182|22||||1|
2|182|183||||1|
2|183|25||||1|
2|183|24||||1|
2|183|184||||1|
2|184|27||||1|
2|184|26||||1|
4|185|187||||1|
4|186|188||||1|
1|172|189|合欢路|1698|1790|1|
1|189|190||||1|
1|190|191|合欢路|1567|1202|1|
1|191|192||||1|
1|192|193||||1|
1|193|194||||1|
1|194|195|香樟东路|2180|1306|1|
1|195|196||||1|
1|196|198||||1|
1|198|197||||1|
1|197|174||||1|
1|197|48||||1|
2|192|184||||1|
2|190|187||||1|
2|196|188||||1|			下面是东门附近
2|48|199||||1|
2|199|200||||1|
2|48|201||||1|
2|201|202||||1|
2|202|203||||1|
2|203|204||||1|
2|200|204||||1|
2|204|205||||1|
1|196|206||||1|
2|206|5||||1|
1|5|207||||1|
1|207|195||||1|			下面是双子楼附近
1|191|208||||1|
1|208|209||||1|
1|209|210||||1|
1|210|211||||1|
1|211|212||||1|
1|212|213||||1|
1|213|214||||1|
1|214|215||||1|
1|215|216||||1|
1|216|217||||1|
1|217|236||||1|
1|236|218||||1|
1|218|219||||1|
1|219|193||||1|
1|212|62||||1|
1|62|33||||1|
1|212|64||||1|
1|215|8||||1|
1|8|10||||1|
1|210|52||||1|
1|52|237||||1|
1|237|53||||1|
1|53|235||||1|
1|235|236||||1|
1|235|234||||1|
1|234|233||||1|
1|233|232||||1|
1|232|231||||1|
1|231|230||||1|
1|230|229||||1|
1|229|55||||1|
2|55|228||||1|
2|228|237||||1|
2|228|54||||1|
1|54|227||||1|
1|227|226||||1|
1|226|225||||1|
1|225|224||||1|
1|224|223||||1|
1|223|222||||1|
1|222|221||||1|
1|221|220||||1|
1|220|208||||1|
2|228|192||||1|			下面是大北门附近
1|215|238||||1|
1|238|239||||1|
1|239|15||||1|
1|15|245||||1|
1|245|244||||1|
1|244|243||||1|
1|243|242||||1|
1|242|241||||1|
1|241|240||||1|
1|240|64||||1|
1|246|3||||1|
3|241|15||||1|
3|64|239||||1|
1|242|58||||1|
1|58|56||||1|
1|240|50||||1|
1|244|246||||1|
1|246|47||||1|			下面是双子楼前草坪
3|237|247||||1|
3|247|212||||1|
3|247|248||||1|
3|248|249||||1|
3|237|249||||1|
3|249|213||||1|
3|249|250||||1|
3|250|251||||1|
3|237|251||||1|
3|251|216||||1|			下面是7号宿舍楼到双子楼的路
1|73|252||||1|
1|252|253||||1|
1|253|262||||1|
1|262|254||||1|
1|254|255||||1|
1|255|256||||1|
1|256|257||||1|
1|257|263||||1|
1|263|51||||1|
1|51|258|香樟西路|1288|827|1|
1|258|259||||1|
1|259|209||||1|
1|258|260||||1|
3|260|259||||1|
1|260|261||||1|
1|261|211||||1|			下面是桥附近
1|72|272||||1|
4|272|271||||1|
2|271|264||||1|
2|264|270||||1|
2|270|265||||1|
2|265|266||||1|
2|266|267||||1|
2|267|268||||1|
2|268|269||||1|
4|269|190||||1|			下面建艺馆外围
1|265|277||||1|
1|277|276||||1|
1|276|278||||1|
1|278|253||||1|
2|264|273||||1|
2|273|274||||1|
2|274|275||||1|
2|275|276||||1|
2|275|285||||1|
2|285|283||||1|
2|283|284||||1|
2|284|279||||1|
2|279|278||||1|
2|279|280||||1|
2|280|252||||1|
2|280|281||||1|
2|281|282||||1|
2|282|283||||1|
3|281|286||||1|			下面7号楼附近
2|253|287||||1|
4|287|288||||1|
2|288|41||||1|
